Year,Month,Variable,101
1974,11,precip,10.698
1974,12,precip,15.299
1975,1,precip,17.069
1975,2,precip,20.148
1975,3,precip,20.08
1975,4,precip,15.083
1975,5,precip,12.397
1975,6,precip,13.673
1975,7,precip,19.087
1975,8,precip,12.35
1975,9,precip,20.328
1975,10,precip,12.383
1975,11,precip,7.664
1975,12,precip,11.922
1976,1,precip,16.387
1976,2,precip,4.716
1976,3,precip,39.271
1976,4,precip,3.834
1976,5,precip,20.743
1976,6,precip,10.703
1976,7,precip,10.757
1976,8,precip,8.073
1976,9,precip,8.078
1976,10,precip,6.446
1976,11,precip,8.983
1976,12,precip,12.171
1977,1,precip,13.191
1977,2,precip,10.678
1977,3,precip,34.863
1977,4,precip,10.442
1977,5,precip,5.871
1977,6,precip,6.875
1977,7,precip,12.341
1977,8,precip,9.437
1977,9,precip,14.361
1977,10,precip,14.773
1977,11,precip,12.915
1977,12,precip,6.258
1978,1,precip,18.091
1978,2,precip,4.105
1978,3,precip,9.411
1978,4,precip,8.387
1978,5,precip,18.936
1978,6,precip,11.179
1978,7,precip,7.426
1978,8,precip,9.484
1978,9,precip,3.104
1978,10,precip,0.505
1978,11,precip,6.575
1978,12,precip,13.053
1979,1,precip,18.757
1979,2,precip,14.977
1979,3,precip,17.863
1979,4,precip,41.074
1979,5,precip,14.538
1979,6,precip,5.43
1979,7,precip,17.863
1979,8,precip,9.648
1979,9,precip,20.661
1979,10,precip,6.467
1979,11,precip,13.391
1979,12,precip,3.522
1980,1,precip,17.007
1980,2,precip,8.359
1980,3,precip,34.974
1980,4,precip,15.801
1980,5,precip,15.832
1980,6,precip,6.806
1980,7,precip,7.825
1980,8,precip,7.105
1980,9,precip,13.976
1980,10,precip,10.829
1980,11,precip,5.626
1980,12,precip,2.261
1981,1,precip,3.133
1981,2,precip,19.17
1981,3,precip,15.411
1981,4,precip,7.848
1981,5,precip,11.46
1981,6,precip,7.065
1981,7,precip,10.926
1981,8,precip,11.379
1981,9,precip,5.045
1981,10,precip,10.383
1981,11,precip,2.636
1981,12,precip,12.871
1982,1,precip,23.111
1982,2,precip,21.506
1982,3,precip,4.778
1982,4,precip,23.479
1982,5,precip,5.814
1982,6,precip,17.648
1982,7,precip,13.946
1982,8,precip,10.554
1982,9,precip,4.397
1982,10,precip,12.938
1982,11,precip,14.478
1982,12,precip,22.032
1983,1,precip,12.279
1983,2,precip,21.048
1983,3,precip,18.935
1983,4,precip,23.665
1983,5,precip,20.802
1983,6,precip,13.908
1983,7,precip,3.541
1983,8,precip,8.99
1983,9,precip,15.958
1983,10,precip,8.799
1983,11,precip,21.589
1983,12,precip,33.05
1984,1,precip,11.296
1984,2,precip,10.594
1984,3,precip,11.171
1984,4,precip,14.338
1984,5,precip,15.279
1984,6,precip,5.834
1984,7,precip,18.595
1984,8,precip,17.682
1984,9,precip,1.103
1984,10,precip,13.234
1984,11,precip,10.102
1984,12,precip,8.279
1985,1,precip,9.767
1985,2,precip,15.443
1985,3,precip,3.877
1985,4,precip,6.892
1985,5,precip,12.519
1985,6,precip,11.389
1985,7,precip,19.845
1985,8,precip,9.475
1985,9,precip,2.087
1985,10,precip,12.159
1985,11,precip,7.808
1985,12,precip,7.462
1986,1,precip,4.513
1986,2,precip,7.95
1986,3,precip,8.424
1986,4,precip,0.644
1986,5,precip,10.972
1986,6,precip,7.821
1986,7,precip,7.392
1986,8,precip,10.682
1986,9,precip,8.146
1986,10,precip,7.107
1986,11,precip,25.832
1986,12,precip,6.455
1987,1,precip,15.131
1987,2,precip,20.004
1987,3,precip,14.6
1987,4,precip,3.36
1987,5,precip,10.241
1987,6,precip,13.118
1987,7,precip,6.416
1987,8,precip,8.184
1987,9,precip,4.671
1987,10,precip,3.283
1987,11,precip,8.672
1987,12,precip,8.222
1988,1,precip,17.277
1988,2,precip,6.156
1988,3,precip,6.362
1988,4,precip,11.818
1988,5,precip,8.66
1988,6,precip,0.965
1988,7,precip,11.733
1988,8,precip,6.08
1988,9,precip,24.129
1988,10,precip,8.88
1988,11,precip,14.424
1988,12,precip,5.286
1989,1,precip,9.955
1989,2,precip,11.514
1989,3,precip,18.858
1989,4,precip,12.118
1989,5,precip,8.145
1989,6,precip,27.329
1989,7,precip,17.908
1989,8,precip,7.519
1989,9,precip,11.385
1989,10,precip,6.346
1989,11,precip,14.033
1989,12,precip,12.492
1990,1,precip,21.88
1990,2,precip,21.923
1990,3,precip,23.454
1990,4,precip,6.192
1990,5,precip,7.042
1990,6,precip,7.606
1990,7,precip,9.278
1990,8,precip,4.82
1990,9,precip,2.933
1990,10,precip,9.785
1990,11,precip,8.795
1990,12,precip,9.959
1991,1,precip,13.785
1991,2,precip,14.074
1991,3,precip,16.204
1991,4,precip,13.56
1991,5,precip,19.952
1991,6,precip,12.13
1991,7,precip,8.022
1991,8,precip,8.91
1991,9,precip,7.16
1991,10,precip,1.721
1991,11,precip,11.512
1991,12,precip,10.707
1992,1,precip,12.71
1992,2,precip,18.382
1992,3,precip,10.871
1992,4,precip,9.494
1992,5,precip,5.325
1992,6,precip,9.315
1992,7,precip,14.755
1992,8,precip,11.589
1992,9,precip,9.669
1992,10,precip,8.264
1992,11,precip,26.925
1992,12,precip,16.707
1993,1,precip,19.355
1993,2,precip,9.755
1993,3,precip,10.904
1993,4,precip,8.215
1993,5,precip,9.684
1993,6,precip,11.679
1993,7,precip,2.12
1993,8,precip,12.123
1993,9,precip,8.103
1993,10,precip,6.714
1993,11,precip,9.204
1993,12,precip,10.386
1994,1,precip,8.444
1994,2,precip,13.672
1994,3,precip,18.353
1994,4,precip,15.259
1994,5,precip,6.431
1994,6,precip,18.598
1994,7,precip,15.416
1994,8,precip,9.854
1994,9,precip,9.234
1994,10,precip,11.94
1994,11,precip,10.326
1994,12,precip,10.368
1995,1,precip,10.307
1995,2,precip,20.91
1995,3,precip,13.479
1995,4,precip,12.845
1995,5,precip,4.091
1995,6,precip,8.426
1995,7,precip,6.626
1995,8,precip,8.337
1995,9,precip,10.243
1995,10,precip,27.52
1995,11,precip,16.607
1995,12,precip,13.623
1996,1,precip,22.022
1996,2,precip,11.952
1996,3,precip,23.165
1996,4,precip,7.969
1996,5,precip,11.497
1996,6,precip,8.46
1996,7,precip,16.568
1996,8,precip,11.208
1996,9,precip,12.06
1996,10,precip,7.975
1996,11,precip,10.466
1996,12,precip,12.753
1997,1,precip,17.973
1997,2,precip,16.058
1997,3,precip,9.611
1997,4,precip,18.491
1997,5,precip,6.54
1997,6,precip,25.895
1997,7,precip,11.697
1997,8,precip,4.242
1997,9,precip,10.622
1997,10,precip,9.809
1997,11,precip,11.511
1997,12,precip,11.539
1998,1,precip,17.204
1998,2,precip,24.665
1998,3,precip,14.831
1998,4,precip,18.228
1998,5,precip,7.747
1998,6,precip,5.841
1998,7,precip,13.62
1998,8,precip,8.236
1998,9,precip,6.83
1998,10,precip,2.206
1998,11,precip,10.661
1998,12,precip,10.499
1999,1,precip,20.024
1999,2,precip,6.808
1999,3,precip,12.929
1999,4,precip,5.9
1999,5,precip,9.782
1999,6,precip,19.557
1999,7,precip,14.247
1999,8,precip,6.481
1999,9,precip,4.381
1999,10,precip,5.365
1999,11,precip,5.196
1999,12,precip,6.513
2000,1,precip,13.787
2000,2,precip,6.716
2000,3,precip,13.35
2000,4,precip,16.641
2000,5,precip,4.835
2000,6,precip,5.3
2000,7,precip,6.106
2000,8,precip,8.208
2000,9,precip,5.695
2000,10,precip,3.152
2000,11,precip,19.953
2000,12,precip,5.078
2001,1,precip,13.601
2001,2,precip,11.402
2001,3,precip,24.09
2001,4,precip,15.133
2001,5,precip,14.134
2001,6,precip,18.449
2001,7,precip,8.533
2001,8,precip,8.778
2001,9,precip,14.795
2001,10,precip,7.802
2001,11,precip,6.62
2001,12,precip,10.774
2002,1,precip,18.301
2002,2,precip,6.637
2002,3,precip,17.025
2002,4,precip,3.853
2002,5,precip,11.523
2002,6,precip,15.325
2002,7,precip,24.746
2002,8,precip,7.831
2002,9,precip,18.674
2002,10,precip,13.02
2002,11,precip,14.78
2002,12,precip,18.124
2003,1,precip,7.231
2003,2,precip,15.485
2003,3,precip,12.78
2003,4,precip,14.557
2003,5,precip,39.369
2003,6,precip,19.883
2003,7,precip,18.765
2003,8,precip,13.369
2003,9,precip,5.301
2003,10,precip,2.533
2003,11,precip,15.106
2003,12,precip,8.222
2004,1,precip,6.14
2004,2,precip,14.251
2004,3,precip,6.618
2004,4,precip,9.164
2004,5,precip,12.247
2004,6,precip,12.544
2004,7,precip,9.901
2004,8,precip,6.742
2004,9,precip,20.208
2004,10,precip,8.918
2004,11,precip,18.707
2004,12,precip,10.487
2005,1,precip,7.002
2005,2,precip,14.633
2005,3,precip,17.932
2005,4,precip,14.966
2005,5,precip,6.606
2005,6,precip,9.343
2005,7,precip,20.393
2005,8,precip,15.348
2005,9,precip,3.37
2005,10,precip,5.524
2005,11,precip,11.665
2005,12,precip,10.4
2006,1,precip,14.467
2006,2,precip,13.132
2006,3,precip,12.015
2006,4,precip,13.286
2006,5,precip,13.971
2006,6,precip,1.685
2006,7,precip,8.606
2006,8,precip,9.234
2006,9,precip,15.121
2006,10,precip,11.833
2006,11,precip,13.343
2006,12,precip,7.244
2007,1,precip,9.963
2007,2,precip,5.999
2007,3,precip,2.689
2007,4,precip,3.276
2007,5,precip,0.915
2007,6,precip,3.763
2007,7,precip,6.814
2007,8,precip,3.49
2007,9,precip,6.85
2007,10,precip,5.694
2007,11,precip,5.76
2007,12,precip,8.708
2008,1,precip,8.269
2008,2,precip,19.663
2008,3,precip,13.222
2008,4,precip,11.83
2008,5,precip,12.395
2008,6,precip,7.098
2008,7,precip,11.033
2008,8,precip,20.503
2008,9,precip,4.306
2008,10,precip,12.389
2008,11,precip,6.663
2008,12,precip,17.085
2009,1,precip,12.491
2009,2,precip,15.065
2009,3,precip,16.882
2009,4,precip,9.472
2009,5,precip,18.112
2009,6,precip,7.494
2009,7,precip,15.532
2009,8,precip,12.464
2009,9,precip,22.952
2009,10,precip,20.434
2009,11,precip,15.724
2009,12,precip,23.297
2010,1,precip,12.942
2010,2,precip,12
2010,3,precip,19.796
2010,4,precip,7.509
2010,5,precip,16.738
2010,6,precip,10.432
2010,7,precip,9.078
2010,8,precip,12.22
2010,9,precip,2.224
2010,10,precip,8.844
2010,11,precip,10.269
2010,12,precip,7.56
2011,1,precip,9.703
2011,2,precip,9.858
2011,3,precip,25.315
2011,4,precip,12.211
2011,5,precip,2.377
2011,6,precip,9.348
2011,7,precip,13.542
2011,8,precip,3.931
2011,9,precip,10.11
2011,10,precip,4.508
2011,11,precip,17.983
2011,12,precip,11.947
2012,1,precip,20.055
2012,2,precip,7.904
2012,3,precip,18.195
2012,4,precip,6.572
2012,5,precip,12.969
2012,6,precip,5.964
2012,7,precip,5.961
2012,8,precip,13.57
2012,9,precip,6.636
2012,10,precip,12.448
2012,11,precip,3.777
2012,12,precip,20.341
2013,1,precip,23.453
2013,2,precip,21.998
2013,3,precip,9.904
2013,4,precip,21.574
2013,5,precip,17.847
2013,6,precip,25.794
2013,7,precip,23.592
2013,8,precip,16.832
2013,9,precip,6.695
2013,10,precip,6.377
2013,11,precip,6.49
2013,12,precip,28.367
2014,1,precip,9.194
2014,2,precip,12.62
2014,3,precip,16.882
2014,4,precip,24.594
2014,5,precip,9.392
2014,6,precip,14.04
2014,7,precip,7.737
2014,8,precip,6.825
2014,9,precip,6.795
2014,10,precip,11.658
2014,11,precip,8.972
2014,12,precip,19.557
2015,1,precip,17.542
2015,2,precip,11.363
2015,3,precip,10.9
2015,4,precip,19.19
2015,5,precip,9.692
2015,6,precip,7.343
2015,7,precip,9.98
2015,8,precip,14.06
2015,9,precip,4.907
2015,10,precip,6.818
2015,11,precip,24.613
2015,12,precip,25.723
2016,1,precip,9.396
2016,2,precip,17.798
2016,3,precip,10.919
2016,4,precip,14.599
2016,5,precip,5.062
2016,6,precip,5.18
2016,7,precip,15.479
2016,8,precip,8.003
2016,9,precip,5.091
2016,10,precip,0.031
2016,11,precip,7.682
2016,12,precip,9.085
2017,1,precip,25.261
2017,2,precip,11.465
2017,3,precip,13.689
2017,4,precip,10.282
2017,5,precip,17.872
2017,6,precip,32.955
2017,7,precip,11.185
2017,8,precip,13.268
2017,9,precip,12.535
2017,10,precip,13.745
2017,11,precip,3.023
2017,12,precip,9.91
2018,1,precip,5.011
2018,2,precip,25.741
2018,3,precip,11.054
2018,4,precip,13.415
2018,5,precip,13.337
2018,6,precip,8.427
2018,7,precip,7.997
2018,8,precip,12.009
2018,9,precip,12.869
2018,10,precip,3.479
2018,11,precip,22.266
2018,12,precip,22.77
2019,1,precip,18.948
2019,2,precip,19.818
2019,3,precip,11.941
2019,4,precip,12.502
2019,5,precip,9.211
2019,6,precip,14.061
2019,7,precip,4.918
2019,8,precip,17.416
2019,9,precip,0.365
2019,10,precip,16.086
2019,11,precip,16.222
2019,12,precip,13.875
2020,1,precip,23.496
2020,2,precip,33.628
2020,3,precip,18.842
2020,4,precip,21.104
2020,5,precip,13.99
2020,6,precip,11.763
2020,7,precip,16.479
2020,8,precip,12.623
2020,9,precip,9.457
2020,10,precip,13.274
2020,11,precip,5.811
2020,12,precip,8.278
2021,1,precip,11.388
2021,2,precip,9.418
2021,3,precip,14.036
2021,4,precip,10.435
2021,5,precip,18.866
2021,6,precip,23.197
2021,7,precip,22.433
2021,8,precip,12.775
2021,9,precip,8.162
2021,10,precip,9.493
2021,11,precip,5.05
2021,12,precip,15.308
2022,1,precip,12.461
2022,2,precip,20.033
2022,3,precip,31.242
2022,4,precip,15.151
2022,5,precip,16.187
2022,6,precip,24.306
2022,7,precip,22.898
2022,8,precip,14.986
2022,9,precip,6.792
2022,10,precip,12.254
2022,11,precip,12.044
2022,12,precip,8.25
2023,1,precip,27.736
2023,2,precip,16.516
2023,3,precip,23.278
2023,4,precip,10.706
2023,5,precip,15.828
2023,6,precip,12.231
2023,7,precip,16.257
2023,8,precip,16.154
2023,9,precip,4.499
2023,10,precip,2.995
2023,11,precip,3.58
2023,12,precip,6.993
